epoch,virtual_year,trajectory_index,selected_reference_index,is_correct_place_match,false_place_match,environment_change_score,structural_change_score,appearance_change_score,detected_keypoint_count,raw_match_count,ransac_inlier_count,inlier_ratio,reprojection_rmse
Year2,2,29,-1,False,False,0.1557,0.252,0.10400000000000001,0,0,0,0.0,nan
Year2,2,30,-1,False,False,0.1557,0.252,0.10400000000000001,0,0,0,0.0,nan
Year2,2,31,-1,False,False,0.1557,0.252,0.10400000000000001,0,0,0,0.0,nan
Year5,5,0,-1,False,False,0.52169,0.46799999999999997,0.5547,0,0,0,0.0,nan
Year5,5,1,-1,False,False,0.52169,0.46799999999999997,0.5547,0,0,0,0.0,nan
Year5,5,2,-1,False,False,0.52169,0.46799999999999997,0.5547,0,0,0,0.0,nan
Year5,5,3,-1,False,False,0.52169,0.46799999999999997,0.5547,0,0,0,0.0,nan
Year5,5,4,-1,False,False,0.52169,0.46799999999999997,0.5547,0,0,0,0.0,nan
Year5,5,5,-1,False,False,0.52169,0.46799999999999997,0.5547,1,0,0,0.0,nan
Year5,5,6,-1,False,False,0.52169,0.46799999999999997,0.5547,4,2,0,0.0,nan
Year5,5,7,-1,False,False,0.52169,0.46799999999999997,0.5547,0,0,0,0.0,nan
Year5,5,8,-1,False,False,0.52169,0.46799999999999997,0.5547,0,0,0,0.0,nan
Year5,5,9,-1,False,False,0.52169,0.46799999999999997,0.5547,0,0,0,0.0,nan
Year5,5,10,-1,False,False,0.52169,0.46799999999999997,0.5547,1,0,0,0.0,nan
Year5,5,11,-1,False,False,0.52169,0.46799999999999997,0.5547,1,0,0,0.0,nan
Year5,5,12,-1,False,False,0.52169,0.46799999999999997,0.5547,0,0,0,0.0,nan
Year5,5,13,8,False,True,0.52169,0.46799999999999997,0.5547,7,4,4,1.0,221.15435791015625
Year5,5,14,17,False,True,0.52169,0.46799999999999997,0.5547,8,6,0,0.0,nan
Year5,5,15,-1,False,False,0.52169,0.46799999999999997,0.5547,0,0,0,0.0,nan
Year5,5,16,5,False,True,0.52169,0.46799999999999997,0.5547,6,5,0,0.0,nan
Year5,5,17,-1,False,False,0.52169,0.46799999999999997,0.5547,0,0,0,0.0,nan
Year5,5,18,-1,False,False,0.52169,0.46799999999999997,0.5547,2,1,0,0.0,nan
Year5,5,19,-1,False,False,0.52169,0.46799999999999997,0.5547,1,0,0,0.0,nan
Year5,5,20,-1,False,False,0.52169,0.46799999999999997,0.5547,11,3,0,0.0,nan
Year5,5,21,-1,False,False,0.52169,0.46799999999999997,0.5547,0,0,0,0.0,nan
Year5,5,22,-1,False,False,0.52169,0.46799999999999997,0.5547,0,0,0,0.0,nan
Year5,5,23,-1,False,False,0.52169,0.46799999999999997,0.5547,0,0,0,0.0,nan
Year5,5,24,27,False,True,0.52169,0.46799999999999997,0.5547,21,4,4,1.0,125.91975402832031
Year5,5,25,-1,False,False,0.52169,0.46799999999999997,0.5547,0,0,0,0.0,nan
Year5,5,26,22,False,True,0.52169,0.46799999999999997,0.5547,15,12,0,0.0,nan
Year5,5,27,-1,False,False,0.52169,0.46799999999999997,0.5547,1,0,0,0.0,nan
Year5,5,28,-1,False,False,0.52169,0.46799999999999997,0.5547,0,0,0,0.0,nan
Year5,5,29,-1,False,False,0.52169,0.46799999999999997,0.5547,0,0,0,0.0,nan
Year5,5,30,-1,False,False,0.52169,0.46799999999999997,0.5547,0,0,0,0.0,nan
Year5,5,31,26,False,True,0.52169,0.46799999999999997,0.5547,4,4,4,1.0,205.694580078125
Year10,10,0,-1,False,False,0.9440000000000001,0.96,0.93,0,0,0,0.0,nan
Year10,10,1,-1,False,False,0.9440000000000001,0.96,0.93,0,0,0,0.0,nan
Year10,10,2,-1,False,False,0.9440000000000001,0.96,0.93,0,0,0,0.0,nan
Year10,10,3,-1,False,False,0.9440000000000001,0.96,0.93,6,1,0,0.0,nan
Year10,10,4,8,False,True,0.9440000000000001,0.96,0.93,22,10,0,0.0,nan
Year10,10,5,8,False,True,0.9440000000000001,0.96,0.93,14,4,4,1.0,0.0
Year10,10,6,8,False,True,0.9440000000000001,0.96,0.93,5,4,0,0.0,nan
Year10,10,7,8,False,True,0.9440000000000001,0.96,0.93,8,8,0,0.0,nan
Year10,10,8,-1,False,False,0.9440000000000001,0.96,0.93,0,0,0,0.0,nan
Year10,10,9,-1,False,False,0.9440000000000001,0.96,0.93,1,0,0,0.0,nan
Year10,10,10,-1,False,False,0.9440000000000001,0.96,0.93,0,0,0,0.0,nan
Year10,10,11,-1,False,False,0.9440000000000001,0.96,0.93,14,3,0,0.0,nan
Year10,10,12,26,False,True,0.9440000000000001,0.96,0.93,13,4,4,1.0,0.0
Year10,10,13,8,False,True,0.9440000000000001,0.96,0.93,16,10,0,0.0,nan
Year10,10,14,8,False,True,0.9440000000000001,0.96,0.93,14,12,0,0.0,nan
Year10,10,15,8,False,True,0.9440000000000001,0.96,0.93,27,19,0,0.0,nan
Year10,10,16,-1,False,False,0.9440000000000001,0.96,0.93,2,1,0,0.0,nan
Year10,10,17,8,False,True,0.9440000000000001,0.96,0.93,11,6,0,0.0,nan
Year10,10,18,8,False,True,0.9440000000000001,0.96,0.93,7,5,0,0.0,nan
Year10,10,19,-1,False,False,0.9440000000000001,0.96,0.93,17,2,0,0.0,nan
Year10,10,20,20,True,False,0.9440000000000001,0.96,0.93,16,4,4,1.0,0.0
Year10,10,21,20,False,True,0.9440000000000001,0.96,0.93,11,4,4,1.0,199.9826202392578
Year10,10,22,-1,False,False,0.9440000000000001,0.96,0.93,3,1,0,0.0,nan
Year10,10,23,-1,False,False,0.9440000000000001,0.96,0.93,5,2,0,0.0,nan
Year10,10,24,8,False,True,0.9440000000000001,0.96,0.93,18,7,0,0.0,nan
Year10,10,25,-1,False,False,0.9440000000000001,0.96,0.93,2,0,0,0.0,nan
Year10,10,26,21,False,True,0.9440000000000001,0.96,0.93,45,4,4,1.0,0.0
Year10,10,27,8,False,True,0.9440000000000001,0.96,0.93,12,8,0,0.0,nan
Year10,10,28,13,False,True,0.9440000000000001,0.96,0.93,6,5,0,0.0,nan
Year10,10,29,5,False,True,0.9440000000000001,0.96,0.93,6,5,0,0.0,nan
Year10,10,30,26,False,True,0.9440000000000001,0.96,0.93,28,4,4,1.0,261.9017028808594
Year10,10,31,8,False,True,0.9440000000000001,0.96,0.93,5,5,0,0.0,nan
CaseAppearance,6,0,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,0,0,0,0.0,nan
CaseAppearance,6,1,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,1,0,0,0.0,nan
CaseAppearance,6,2,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,0,0,0,0.0,nan
CaseAppearance,6,3,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,0,0,0,0.0,nan
CaseAppearance,6,4,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,0,0,0,0.0,nan
CaseAppearance,6,5,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,7,3,0,0.0,nan
CaseAppearance,6,6,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,1,0,0,0.0,nan
CaseAppearance,6,7,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,0,0,0,0.0,nan
CaseAppearance,6,8,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,0,0,0,0.0,nan
CaseAppearance,6,9,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,0,0,0,0.0,nan
CaseAppearance,6,10,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,0,0,0,0.0,nan
CaseAppearance,6,11,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,0,0,0,0.0,nan
CaseAppearance,6,12,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,0,0,0,0.0,nan
CaseAppearance,6,13,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,1,0,0,0.0,nan
CaseAppearance,6,14,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,0,0,0,0.0,nan
CaseAppearance,6,15,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,0,0,0,0.0,nan
CaseAppearance,6,16,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,4,2,0,0.0,nan
CaseAppearance,6,17,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,1,0,0,0.0,nan
CaseAppearance,6,18,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,5,3,0,0.0,nan
CaseAppearance,6,19,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,0,0,0,0.0,nan
CaseAppearance,6,20,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,7,1,0,0.0,nan
CaseAppearance,6,21,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,5,0,0,0.0,nan
CaseAppearance,6,22,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,0,0,0,0.0,nan
CaseAppearance,6,23,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,0,0,0,0.0,nan
CaseAppearance,6,24,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,9,3,0,0.0,nan
CaseAppearance,6,25,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,0,0,0,0.0,nan
CaseAppearance,6,26,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,2,2,0,0.0,nan
CaseAppearance,6,27,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,1,0,0,0.0,nan
CaseAppearance,6,28,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,0,0,0,0.0,nan
CaseAppearance,6,29,-1,False,False,0.5940000000000001,0.0,0.8400000000000001,0,0,0,0.0,nan
CaseAppearance,6,30,8,False,True,0.5940000000000001,0.0,0.8400000000000001,11,4,4,1.0,0.0
CaseAppearance,6,31,8,False,True,0.5940000000000001,0.0,0.8400000000000001,12,10,0,0.0,nan
CaseStructural,6,0,-1,False,False,0.582,1.0,0.38,0,0,0,0.0,nan
CaseStructural,6,1,-1,False,False,0.582,1.0,0.38,0,0,0,0.0,nan
CaseStructural,6,2,-1,False,False,0.582,1.0,0.38,0,0,0,0.0,nan
CaseStructural,6,3,8,False,True,0.582,1.0,0.38,9,4,0,0.0,nan
CaseStructural,6,4,27,False,True,0.582,1.0,0.38,17,4,4,1.0,0.0
CaseStructural,6,5,-1,False,False,0.582,1.0,0.38,0,0,0,0.0,nan
CaseStructural,6,6,-1,False,False,0.582,1.0,0.38,2,2,0,0.0,nan
CaseStructural,6,7,-1,False,False,0.582,1.0,0.38,0,0,0,0.0,nan
CaseStructural,6,8,17,False,True,0.582,1.0,0.38,7,7,0,0.0,nan
CaseStructural,6,9,-1,False,False,0.582,1.0,0.38,0,0,0,0.0,nan
CaseStructural,6,10,-1,False,False,0.582,1.0,0.38,0,0,0,0.0,nan
CaseStructural,6,11,-1,False,False,0.582,1.0,0.38,4,3,0,0.0,nan
CaseStructural,6,12,-1,False,False,0.582,1.0,0.38,0,0,0,0.0,nan
CaseStructural,6,13,-1,False,False,0.582,1.0,0.38,3,3,0,0.0,nan
CaseStructural,6,14,17,False,True,0.582,1.0,0.38,8,7,0,0.0,nan
CaseStructural,6,15,-1,False,False,0.582,1.0,0.38,1,0,0,0.0,nan
CaseStructural,6,16,-1,False,False,0.582,1.0,0.38,4,1,0,0.0,nan
CaseStructural,6,17,-1,False,False,0.582,1.0,0.38,1,0,0,0.0,nan
CaseStructural,6,18,17,False,True,0.582,1.0,0.38,4,4,0,0.0,nan
CaseStructural,6,19,-1,False,False,0.582,1.0,0.38,2,0,0,0.0,nan
CaseStructural,6,20,8,False,True,0.582,1.0,0.38,32,4,4,1.0,221.15435791015625
CaseStructural,6,21,22,False,True,0.582,1.0,0.38,8,8,0,0.0,nan
CaseStructural,6,22,-1,False,False,0.582,1.0,0.38,8,3,0,0.0,nan
CaseStructural,6,23,-1,False,False,0.582,1.0,0.38,3,2,0,0.0,nan
CaseStructural,6,24,20,False,True,0.582,1.0,0.38,7,4,4,1.0,0.0
CaseStructural,6,25,-1,False,False,0.582,1.0,0.38,0,0,0,0.0,nan
CaseStructural,6,26,21,False,True,0.582,1.0,0.38,24,4,4,1.0,212.3028564453125
CaseStructural,6,27,-1,False,False,0.582,1.0,0.38,8,3,0,0.0,nan
CaseStructural,6,28,17,False,True,0.582,1.0,0.38,10,10,0,0.0,nan
CaseStructural,6,29,-1,False,False,0.582,1.0,0.38,0,0,0,0.0,nan
CaseStructural,6,30,-1,False,False,0.582,1.0,0.38,1,0,0,0.0,nan
CaseStructural,6,31,-1,False,False,0.582,1.0,0.38,4,2,0,0.0,nan
