Policy,Seed,Success,Unsafe,Timeout,TouchdownXY,TouchdownVz,MaxTiltDeg,EnergyJ,MaxAeroForce
Ontology-RGAT,5024,0,1,0,12.0277365250581,6.31616061639619,52.793376496125,673.939636993044,9.18992646901071
Ontology-RGAT,5025,0,1,0,6.4804959050405,6.41429240043477,16.2724290593646,568.399578792718,9.85624811060972
Ontology-RGAT,5026,0,1,0,12.0238990685012,5.42311203024798,45.0799907532156,562.328137548833,8.38769168167505
Ontology-RGAT,5027,0,1,0,12.017339443984,5.99033521930781,32.3730370712619,623.199101503213,10.9967676228908
Ontology-RGAT,5028,0,1,0,12.1010984839633,5.63984011037176,32.6105554072565,673.676701639371,9.66443829133929
Ontology-RGAT,5029,0,1,0,4.99532883534744,6.17703204702649,13.3575925453778,539.554733012182,8.07503540737514
Ontology-RGAT,5030,0,1,0,11.6459193559259,6.82174435421672,33.9496776054755,692.916420906228,9.89306100147859
Ontology-RGAT,5031,0,1,0,11.6209073729748,6.66310954840608,36.6524916281525,673.158680746457,9.35739207815437
Ontology-RGAT,5032,0,1,0,9.41519571075542,6.45328686426788,21.7158873608593,565.369137084155,10.0364535528246
Ontology-RGAT,5033,0,1,0,0.989252880691967,4.02829544854362,74.4900973713294,696.79474085344,3.70063483084531
Ontology-RGAT,5034,0,1,0,6.42700818241937,6.4948471318969,15.0593215477051,590.222187244354,10.2019934437252
Ontology-RGAT,5035,0,1,0,12.0720495364944,6.41027978084921,42.7687251738259,837.829468000911,9.52177195206094
Ontology-RGAT,5036,0,1,0,7.11233068200779,6.70714409595447,15.4769942179608,593.353358553041,9.87169674371859
Ontology-RGAT,5037,0,1,0,8.69549216537306,6.46339629683987,17.955726022465,588.156164130218,10.4346312585606
Ontology-RGAT,5038,0,1,0,11.5778920380903,6.50988575545768,26.3654917924555,666.428963739155,9.61177918944718
Ontology-RGAT,5039,0,1,0,12.1001690653927,6.15182146670842,56.7871525196089,651.305833874402,8.6481038161482
Ontology-RGAT,5040,0,1,0,5.88026733943544,6.54264975933774,13.0470385456853,554.11015278462,8.62748303691482
Ontology-RGAT,5041,0,1,0,10.2146991602172,6.62404524513348,36.8812036111375,677.229233849512,8.68205835826599
Ontology-RGAT,5042,0,1,0,5.72704200240528,6.11408807451038,14.2845592644862,585.471653451796,8.83948714579587
Ontology-RGAT,5043,0,1,0,11.05525152281,6.54443796034654,30.8663475194641,684.278357493449,10.3816242273609
Ontology-RGAT,5044,0,1,0,12.0020365578624,6.48998889228161,41.0280991697341,655.60386274129,9.19393164556123
Ontology-RGAT,5045,0,1,0,9.86256478906774,6.48201354219,16.0497410642247,673.531823763976,9.8181744263804
Ontology-RGAT,5046,0,1,0,4.95919125466893,6.11506763040389,14.0233909132132,563.593376394085,8.36158278471832
Ontology-RGAT,5047,0,1,0,7.96698137676729,6.31222520459168,17.5230488518865,587.850904660262,10.6702544629179
Ontology-RGAT,5048,0,1,0,7.62558942043013,6.24164512944953,11.2711643537283,519.844027277946,7.65984981781373
Ontology-RGAT,5049,0,1,0,7.82761049334453,6.43438966331042,16.9157453048361,605.118201709903,9.69258998954708
Ontology-RGAT,5050,0,1,0,11.0093549091614,7.02217619246625,41.3406368839472,725.802165475285,9.02473001434134
Ontology-RGAT,5051,0,1,0,5.67037193078891,6.58333380993664,16.0012275039066,559.94181508168,9.42120087616038
Ontology-RGAT,5052,0,1,0,5.1683922854914,5.86139228031572,10.9460590126151,557.964000817948,7.17746174743708
Ontology-RGAT,5053,0,1,0,8.91044877779614,6.43537506056826,29.7507597204497,640.1900585011,9.81552558150494
Ontology-RGAT,5054,0,1,0,5.75670552236399,5.4287496135336,11.9523584829103,571.942183389708,8.3511896958666
Ontology-RGAT,5055,0,1,0,4.00158233570423,5.54710414330335,13.0188700760296,535.425720542904,7.10145337527922
